Time,FP1,FP2,C3,C4,O1,O2,SPR1,SPR2,ECG1,ECG2
49.150,268.273,285.459,-32.068,-5.575,-303.593,-16.538,-238.502,-422.557,49.412,170.018
49.155,261.021,269.148,-40.050,61.311,-293.128,52.172,-241.683,-377.781,35.326,157.412
49.160,260.369,286.238,-108.135,73.715,-298.295,42.410,-243.575,-397.415,9.361,100.919
49.165,209.499,273.055,-216.378,58.198,-252.361,-59.893,-247.278,-422.172,43.159,70.672
49.170,138.913,213.998,-269.819,36.489,-183.935,-146.172,-249.390,-433.651,93.925,67.826
49.175,89.682,149.208,-410.689,37.774,-246.854,-182.326,-251.943,-348.911,36.397,28.553
49.180,13.059,114.821,-449.042,12.108,-294.017,-196.575,-253.833,-398.272,27.047,2.521
49.185,4.256,74.263,-369.623,-62.005,-347.282,-159.063,-254.567,-479.510,-4.829,12.247
49.190,-46.888,18.284,-506.715,-109.979,-534.348,-177.240,-257.506,-433.671,-19.984,-14.861
49.195,2.120,66.056,-499.476,-72.490,-481.183,-191.099,-260.368,-427.034,-4.161,-22.611
49.200,4.475,61.841,-420.018,-129.490,-415.345,-189.671,-260.898,-423.588,32.382,-33.369
49.205,57.143,55.093,-298.426,-63.131,-343.384,-135.373,-264.039,-436.179,-4.828,-58.391
49.210,137.662,128.060,-241.162,-26.006,-379.332,-159.305,-265.292,-435.479,-7.532,-29.201
49.215,169.730,224.560,-254.024,-72.875,-477.389,-183.798,-267.318,-467.938,30.123,-28.587
49.220,155.132,278.908,-296.071,-38.837,-571.459,-172.995,-269.069,-453.929,56.679,-59.090
49.225,147.421,257.755,-368.477,11.119,-548.246,-218.416,-271.899,-425.112,-6.063,-52.610
49.230,226.368,212.505,-430.584,-50.887,-552.233,-252.923,-272.323,-437.800,7.330,-82.249
49.235,261.799,234.965,-497.326,-115.406,-538.490,-229.568,-274.610,-478.429,-14.474,-64.895
49.240,321.105,288.162,-474.357,-101.566,-460.129,-222.983,-276.871,-487.435,-16.645,-42.400
49.245,353.522,279.379,-363.879,-156.688,-431.236,-195.302,-278.653,-434.838,-0.367,-34.515
49.250,370.412,224.292,-234.300,-161.979,-359.148,-186.151,-280.491,-440.407,0.520,-53.311
49.255,350.770,146.844,-168.627,-107.143,-241.429,-142.649,-282.649,-475.142,-21.897,-61.723
49.260,295.606,109.069,-175.537,-98.919,-247.695,-130.532,-283.896,-514.904,-15.977,-37.315
49.265,261.718,162.458,-176.167,-60.218,-229.173,-134.543,-285.788,-459.386,10.382,-25.635
49.270,233.611,166.198,-167.710,13.650,-253.470,-134.133,-287.468,-448.573,5.867,-38.441
49.275,264.703,192.796,-133.179,54.600,-291.993,-164.712,-288.698,-476.348,22.519,-32.535
49.280,287.726,164.560,-104.599,68.608,-298.634,-165.509,-290.915,-522.378,-18.557,-51.983
49.285,269.464,122.663,-36.320,94.561,-303.400,-80.511,-292.586,-487.071,-5.032,-43.951
49.290,218.587,32.626,79.760,106.766,-325.654,-76.137,-295.289,-466.532,-0.326,-7.957
49.295,185.027,-28.327,119.697,110.646,-331.820,-102.655,-297.534,-480.118,0.878,-11.937
49.300,189.926,-37.666,79.194,71.513,-309.755,-111.814,-299.061,-509.318,-7.383,-26.631
49.305,173.469,-86.184,45.904,43.581,-264.448,-126.027,-301.725,-525.912,-10.476,-58.351
49.310,115.675,-57.916,-15.606,-10.998,-256.739,-124.886,-302.337,-493.877,3.184,-51.000
49.315,25.678,-38.225,-109.295,-19.601,-246.700,-118.879,-303.909,-481.292,-25.211,-52.038
49.320,-76.747,-79.087,-118.528,-36.190,-259.796,-98.435,-306.852,-499.372,2.441,-32.923
49.325,-93.571,-129.420,-111.613,-103.727,-285.491,-159.477,-309.092,-554.514,3.674,-32.418
49.330,-45.882,-115.399,-49.941,-70.790,-189.794,-172.193,-309.674,-516.209,11.326,-48.135
49.335,-54.698,-145.892,2.658,-46.412,-161.197,-202.240,-312.416,-487.758,-21.029,-54.098
49.340,-31.341,-97.660,43.974,-27.103,-170.717,-169.670,-312.743,-497.175,-11.999,-42.440
49.345,-9.209,-141.057,73.849,-4.023,-179.731,-199.600,-315.027,-558.971,-8.948,-53.060
49.350,-43.446,-76.321,57.149,-57.246,-284.693,-170.681,-316.592,-543.518,-12.446,-56.228
49.355,-114.745,-72.184,143.504,-109.007,-290.725,-173.140,-317.604,-507.693,6.042,-41.249
49.360,-150.888,-164.927,163.823,-134.472,-218.278,-171.620,-318.982,-500.601,9.661,-63.454
49.365,-163.618,-187.364,102.742,-161.640,-89.854,-206.026,-320.737,-557.326,-16.239,-40.508
49.370,-172.158,-288.383,36.607,-203.761,15.037,-180.246,-323.228,-563.937,-3.845,-61.975
49.375,-166.505,-331.330,66.664,-171.275,21.148,-187.135,-325.489,-616.134,11.636,-67.586
49.380,-189.048,-242.207,83.529,-124.214,-39.200,-190.490,-327.114,-524.832,12.119,-56.836
49.385,-117.449,-174.981,92.727,-40.662,18.092,-179.302,-326.346,-517.109,15.651,-72.046
49.390,-86.881,-87.771,88.695,-5.798,63.249,-92.230,-328.619,-559.094,-1.366,-68.851
49.395,-76.539,-101.455,147.067,-44.002,67.541,-183.682,-330.811,-577.923,1.218,-44.882
49.400,-95.194,-81.582,150.258,-72.478,-65.006,-243.581,-331.787,-506.618,2.127,-68.563
49.405,-230.219,-46.723,182.419,-109.955,-159.947,-271.525,-335.411,-496.078,12.136,-74.788
49.410,-246.861,-31.767,250.302,-117.613,-147.346,-270.705,-334.721,-601.702,-3.384,-55.593
49.415,-174.803,-13.474,265.228,-38.302,-39.146,-173.963,-337.259,-603.358,-27.544,-77.205
49.420,-152.727,-92.223,206.405,-24.143,-32.297,-147.562,-338.549,-569.730,-10.983,-74.651
49.425,-144.992,-99.078,200.290,7.908,-66.996,-126.633,-339.361,-552.625,1.714,-50.589
49.430,-221.596,-83.624,167.586,61.102,-185.888,-70.252,-341.905,-569.152,-2.972,-69.086
49.435,-202.811,-41.623,95.207,73.251,-166.053,-22.699,-342.137,-578.592,4.762,-71.817
49.440,-76.176,-52.906,160.181,50.193,-1.770,16.587,-342.901,-590.839,3.386,-65.734
49.445,8.832,17.476,290.404,31.989,122.133,39.094,-345.298,-601.506,-21.604,-48.803
49.450,-44.814,46.159,253.162,48.598,99.722,-42.543,-346.442,-570.584,-37.817,-35.814
49.455,-95.903,20.473,218.267,67.561,133.657,-81.144,-348.189,-564.809,-72.383,-56.771
49.460,-124.742,10.425,142.838,91.518,128.261,-52.033,-349.118,-596.287,-97.445,-37.230
49.465,-80.904,5.085,21.160,115.727,86.798,8.340,-349.582,-641.852,-85.765,-36.336
49.470,-31.787,-84.686,20.852,82.197,72.053,97.125,-351.435,-579.021,-49.854,-27.407
49.475,-80.757,-145.779,142.808,37.393,90.627,144.421,-353.633,-563.249,-78.353,-9.170
49.480,-81.192,-138.171,139.261,-60.604,0.671,37.181,-354.113,-597.822,-19.498,5.117
49.485,-97.372,-215.427,77.201,-139.368,-93.784,-36.175,-355.191,-647.953,-59.420,-20.534
49.490,-55.744,-247.076,61.495,-108.445,-59.977,-56.503,-357.285,-601.551,-40.083,-0.939
49.495,-17.366,-202.542,123.462,-72.008,8.952,-59.206,-357.318,-581.915,-22.143,-17.504
49.500,-46.299,-181.685,235.530,7.678,127.638,21.823,-360.228,-601.483,-32.469,-22.129
49.505,-70.560,-197.555,253.116,74.845,267.792,24.118,-361.092,-636.364,-42.415,-32.946
49.510,6.525,-126.026,225.986,80.938,264.534,-44.901,-361.528,-633.302,-31.422,-59.987
49.515,171.108,-48.222,261.566,87.888,269.098,-30.045,-363.429,-596.296,-10.869,-72.411
49.520,172.377,-14.101,258.686,109.892,95.850,7.614,-364.857,-599.345,-14.208,-71.497
49.525,33.756,-67.538,196.114,72.293,72.970,-53.626,-366.979,-620.795,-4.265,-101.207
49.530,-68.404,-183.930,97.660,-43.566,102.012,-140.120,-367.669,-651.402,-1.447,-87.945
49.535,-57.511,-209.024,26.805,-111.221,114.742,-134.188,-369.537,-618.562,9.622,-84.702
49.540,-101.043,-202.746,-32.480,-152.576,164.050,-35.666,-369.911,-606.182,1.459,-106.354
49.545,-18.481,-157.435,88.764,-124.423,236.126,80.355,-372.043,-613.440,17.273,-116.823
49.550,-86.106,-98.755,80.488,-121.578,132.026,116.788,-372.617,-670.143,60.554,-90.447
49.555,-175.348,-165.023,-74.618,-157.372,77.189,37.845,-372.819,-644.371,23.396,-112.305
49.560,-145.597,-212.523,-51.239,-129.725,195.713,-15.055,-374.958,-610.695,25.617,-103.750
49.565,-103.319,-158.545,61.552,-103.883,223.819,-2.313,-377.318,-610.397,3.761,-87.189
49.570,21.465,-59.476,244.807,0.090,339.251,47.582,-376.739,-665.477,9.946,-87.123
49.575,-94.458,-37.498,266.478,14.412,292.040,30.022,-378.570,-666.453,15.076,-99.087
49.580,-172.723,-92.918,209.358,-28.928,285.828,-60.304,-378.862,-627.775,27.604,-89.287
49.585,-163.726,-183.699,223.513,-72.311,233.411,-137.408,-379.213,-616.332,5.174,-77.837
49.590,-183.356,-264.797,170.757,-162.515,32.991,-165.038,-380.813,-648.980,4.474,-53.011
49.595,-204.822,-303.082,83.696,-181.443,-185.749,-193.123,-381.461,-694.773,10.207,16.872
49.600,-169.526,-316.468,128.611,-91.190,-169.304,-239.155,-381.970,-725.017,20.995,108.897
49.605,-160.558,-332.071,113.953,-22.903,-226.740,-251.851,-384.004,-637.506,14.715,195.015
49.610,-74.362,-392.135,120.464,-1.220,-69.830,-206.875,-386.230,-642.646,-31.028,331.545
49.615,-186.261,-343.781,58.304,5.020,-83.064,-236.589,-387.447,-641.714,-119.291,478.871
49.620,-301.105,-299.065,-151.320,0.632,-279.430,-195.551,-388.446,-640.509,-184.589,453.128
49.625,-194.194,-72.297,-108.119,144.228,-173.004,-14.647,-386.689,-638.088,-175.409,185.210
49.630,46.762,5.792,137.237,204.901,148.507,101.352,-388.506,-644.004,-154.638,-279.082
49.635,141.591,-76.899,138.931,186.625,176.656,179.910,-389.710,-676.270,-55.162,-457.444
49.640,286.355,-2.504,136.954,138.294,132.840,175.175,-391.039,-724.290,35.909,-468.058
49.645,195.826,123.787,42.776,76.129,-77.696,224.496,-393.635,-671.993,86.584,-307.874
49.650,62.175,164.973,-119.240,60.489,-194.863,151.831,-393.521,-635.612,85.222,-112.294
49.655,347.429,283.577,60.678,149.764,145.651,345.328,-395.097,-636.373,77.668,-74.552
49.660,467.822,310.909,61.946,138.252,342.602,376.280,-396.028,-675.207,50.401,-132.336
49.665,578.651,345.091,46.681,160.310,566.208,408.831,-396.635,-668.755,31.513,-60.683
49.670,319.959,251.104,-359.174,90.624,158.955,232.143,-397.692,-587.584,4.562,7.928
49.675,287.342,247.270,-438.364,17.661,-183.572,98.144,-398.936,-672.182,5.816,-33.608
49.680,203.066,192.934,-493.869,-85.478,-275.149,-13.341,-399.053,-714.233,20.777,-89.400
49.685,224.323,187.011,-469.062,-143.131,-245.101,-177.019,-400.763,-673.138,34.461,-36.034
49.690,261.546,304.735,-436.364,-75.046,-38.989,-198.489,-400.667,-670.798,16.984,-25.692
49.695,250.223,568.306,-391.593,82.793,62.016,-55.070,-401.999,-669.998,34.579,-22.553
49.700,273.920,584.885,-320.338,142.529,-35.060,23.282,-402.077,-673.678,21.076,-16.392
49.705,266.792,511.413,-412.321,112.086,-173.134,-9.542,-402.868,-681.197,-8.294,-31.342
49.710,301.278,385.683,-376.840,96.539,-206.220,-39.030,-402.808,-724.489,27.038,-18.607
49.715,385.412,342.916,-213.990,180.880,-124.880,-21.857,-403.919,-674.156,23.748,-12.918
49.720,424.996,407.846,-122.322,298.559,-87.716,-21.496,-403.126,-663.037,16.022,1.126
49.725,356.677,354.847,-118.542,353.388,-182.703,-0.832,-404.927,-684.604,8.543,-8.650
49.730,399.552,307.541,-98.551,383.034,-230.785,-6.708,-404.601,-739.546,13.250,23.743
49.735,455.648,256.574,-74.104,334.879,-219.203,-39.394,-405.878,-693.254,-3.096,6.563
49.740,464.415,201.943,-37.353,275.547,-137.576,-93.586,-406.134,-655.735,21.352,43.804
49.745,403.143,248.554,10.964,287.991,-196.392,-92.726,-406.116,-685.911,15.854,28.734
49.750,380.413,318.977,-85.357,267.856,-344.045,-53.740,-406.760,-735.163,25.852,41.779
49.755,308.104,175.784,-206.368,100.297,-333.116,-161.996,-406.732,-719.569,-16.415,32.608
49.760,187.894,16.022,-314.523,-24.175,-280.173,-236.792,-408.839,-671.422,4.389,53.656
49.765,130.647,-0.898,-186.697,16.300,-174.919,-244.045,-410.573,-691.029,4.212,73.468
49.770,44.943,58.921,-74.102,56.337,-182.927,-204.231,-410.835,-719.087,3.111,84.060
49.775,-13.478,94.242,-9.855,115.469,-196.570,-171.654,-412.184,-738.732,18.797,111.422
49.780,-1.486,151.198,-55.927,114.988,-256.480,-180.636,-412.787,-691.933,5.192,112.703
49.785,21.876,68.035,-176.026,-31.726,-418.272,-125.422,-413.534,-687.681,6.261,124.892
49.790,6.105,-39.264,-225.919,-82.433,-380.089,-114.255,-413.195,-705.771,37.817,155.537
49.795,-45.847,13.554,-248.043,-2.715,-354.272,-99.976,-414.366,-752.581,42.640,183.246
49.800,-127.883,-53.845,-339.478,-9.245,-345.049,-81.943,-414.503,-716.236,26.139,213.059
49.805,-50.298,-129.449,-311.770,-61.186,-237.352,-78.036,-417.072,-691.487,22.466,209.929
49.810,17.221,-132.388,-214.058,-62.601,-145.373,-88.785,-417.084,-700.179,32.556,227.229
49.815,-105.994,-176.276,-79.293,-83.130,-141.669,-85.976,-419.565,-747.486,41.924,269.887
49.820,-337.193,-271.522,-217.200,-137.330,-279.574,-63.328,-418.611,-740.225,51.096,301.687
49.825,-61.342,-94.328,-199.980,-104.772,-203.789,-44.744,-419.421,-706.422,34.890,267.088
49.830,79.694,89.759,-212.036,-114.102,-200.947,-61.965,-420.983,-698.061,33.633,266.191
49.835,312.633,260.537,-144.005,-46.204,-160.142,-64.415,-421.259,-728.965,51.256,304.175
49.840,599.764,437.541,97.241,141.928,23.077,-70.334,-421.028,-771.266,51.919,304.292
49.845,392.658,389.433,-0.119,150.390,-132.424,-84.346,-422.517,-729.816,61.033,274.335
49.850,141.373,221.601,-185.701,86.398,-291.444,-98.520,-423.477,-698.633,60.820,276.446
49.855,145.192,171.951,-133.256,15.659,-377.772,-125.618,-425.016,-718.473,31.781,248.113
49.860,123.539,188.778,-152.306,19.358,-510.404,-63.798,-426.107,-787.911,44.222,225.300
49.865,54.810,119.296,-64.156,-12.339,-336.205,-87.183,-425.040,-745.772,34.614,210.940
49.870,-74.088,35.930,-48.353,-38.036,-212.166,-150.634,-425.917,-771.260,20.126,146.593
49.875,-127.606,-28.259,-163.367,-28.316,-292.155,-114.879,-425.760,-697.029,29.522,116.445
49.880,-222.354,-81.011,-299.102,18.960,-415.261,-127.340,-426.898,-717.701,20.395,74.375
49.885,-160.515,-25.339,-133.736,103.850,-326.055,-76.100,-428.742,-779.124,23.369,78.021
49.890,-86.517,21.222,-4.065,195.488,-262.080,-36.211,-428.763,-755.664,38.515,69.380
49.895,-160.092,32.253,-0.008,192.802,-298.569,-105.507,-429.184,-728.265,1.080,32.603
49.900,-162.018,72.880,-24.745,108.310,-262.433,-143.235,-430.026,-729.824,6.800,-13.242
49.905,-61.548,161.340,28.455,91.741,-360.271,-164.600,-428.877,-835.711,-3.090,-20.502
49.910,-2.255,152.180,56.171,117.322,-349.126,-101.105,-429.987,-760.854,-13.922,-32.672
49.915,36.980,182.874,51.903,21.774,-309.693,-62.540,-429.073,-711.923,5.172,-20.884
49.920,30.216,113.404,-17.437,-148.656,-250.421,-81.270,-429.166,-737.053,-4.432,-33.158
49.925,-49.593,41.016,-60.250,-168.815,-246.809,-48.631,-430.640,-776.094,-1.331,-24.051
49.930,-54.896,48.041,-62.542,-199.785,-151.369,24.779,-429.709,-752.841,-7.217,-73.987
49.935,18.952,29.428,31.908,-256.979,11.759,81.261,-430.433,-772.206,1.917,-50.375
49.940,31.591,-6.280,137.859,-196.998,-15.416,48.786,-430.227,-755.231,6.625,-56.608
49.945,-41.666,33.265,137.826,-218.393,-64.028,-26.962,-430.513,-741.168,1.960,-46.642
49.950,-85.558,31.922,34.361,-302.199,-152.283,-65.932,-430.667,-752.784,-10.041,-59.134
49.955,-30.861,5.768,-37.644,-349.916,-180.672,-73.645,-431.363,-790.841,-12.107,-49.409
49.960,37.614,34.683,-4.232,-356.852,-110.820,35.919,-431.253,-776.068,5.202,-67.990
49.965,116.877,-53.745,65.866,-382.111,-35.001,43.122,-432.417,-734.109,-14.074,-29.051
49.970,127.748,-115.508,73.294,-389.794,108.495,-32.217,-431.653,-747.794,-11.578,-55.814
49.975,122.898,-105.519,-0.092,-363.288,111.468,-101.459,-433.433,-785.223,-8.507,-75.719
49.980,142.378,-65.051,-73.417,-303.914,129.132,-79.246,-433.094,-802.330,-29.775,-54.599
49.985,155.921,59.995,-50.199,-223.568,76.952,63.262,-432.695,-744.964,-11.278,-44.077
49.990,166.435,71.773,2.613,-295.072,-82.859,96.214,-432.951,-744.858,0.246,-50.068
49.995,125.758,26.181,25.843,-358.122,-124.543,106.685,-433.199,-773.790,-9.779,-20.805
50.000,39.536,10.223,-117.754,-399.130,-109.699,138.116,-433.014,-818.058,-13.020,-46.665
50.005,-5.906,-93.554,-206.619,-467.926,-124.159,128.130,-433.723,-762.052,-10.306,-36.957
50.010,-20.229,-127.418,-249.820,-396.291,-85.990,113.522,-433.848,-745.279,-2.162,-40.379
50.015,-38.234,-82.705,-191.690,-343.396,-84.015,126.821,-434.180,-765.371,-2.954,-33.355
50.020,-37.076,-147.990,-65.074,-371.563,-86.985,74.445,-434.105,-807.177,-6.566,-30.518
50.025,16.065,-259.412,-64.235,-437.273,-55.828,-35.055,-433.897,-785.708,-4.652,-44.709
50.030,127.996,-218.527,-81.829,-397.549,-17.417,31.335,-433.934,-764.584,-12.780,-68.748
50.035,130.080,-184.333,-28.527,-280.329,52.084,144.652,-433.207,-760.759,-24.586,-62.849
50.040,73.779,-213.464,-66.521,-281.664,157.466,169.090,-434.035,-788.022,7.240,-42.813
50.045,60.723,-86.230,-120.602,-242.890,196.916,138.676,-435.380,-814.395,-18.179,-39.237
50.050,43.216,-56.011,-228.999,-299.505,137.850,123.036,-434.826,-776.751,-9.668,-36.981
50.055,29.780,-106.269,-228.324,-346.766,57.627,66.094,-435.632,-756.075,-26.482,-62.911
50.060,36.140,-56.112,-162.909,-248.374,54.288,152.581,-435.127,-768.847,1.645,-68.952
50.065,13.851,-49.098,-116.070,-167.555,81.789,237.572,-434.530,-827.954,-10.597,-30.414
50.070,-38.766,-86.781,-103.498,-187.846,43.306,213.198,-434.914,-790.606,-2.630,-27.902
50.075,-17.742,-97.430,-104.961,-135.517,7.351,161.640,-435.331,-763.806,-23.414,-101.680
50.080,-9.179,-89.758,-51.818,-130.871,20.353,95.138,-435.053,-760.299,-20.259,-68.099
50.085,-35.726,-110.613,-2.714,-124.724,43.571,102.929,-436.458,-822.457,-11.758,-85.735
50.090,19.692,-116.931,6.397,-67.094,97.674,170.139,-436.647,-806.697,-4.962,-72.502
50.095,40.321,-150.447,-4.834,-10.935,134.012,212.693,-437.388,-764.097,26.574,-34.429
50.100,87.837,-173.877,0.668,-12.870,142.914,211.360,-438.109,-754.012,-14.458,-58.839
50.105,90.873,-178.544,3.169,-26.826,173.085,175.135,-436.740,-723.706,13.013,-85.764
50.110,-61.407,-234.293,9.484,-21.340,172.399,187.147,-437.094,-805.777,11.392,-56.499
50.115,-157.044,-305.237,67.646,-65.334,171.725,186.864,-437.156,-834.500,5.976,-48.871
50.120,-182.228,-299.933,37.482,-114.033,235.258,193.960,-437.742,-769.979,3.921,-78.302
50.125,-200.076,-297.814,-27.444,-124.690,228.615,112.668,-439.436,-784.080,-3.062,-102.131
50.130,-225.968,-261.618,-30.727,-72.581,295.194,77.492,-439.061,-864.663,7.319,-62.438
50.135,-239.191,-222.919,12.868,-50.975,295.728,58.427,-440.411,-843.901,-8.353,-92.982
50.140,-244.177,-321.426,110.572,-17.307,230.243,25.185,-439.782,-773.946,-9.784,-64.920
50.145,-226.624,-428.520,247.488,-68.033,196.350,7.260,-438.881,-750.552,-6.694,-78.258
50.150,-211.982,-443.954,286.380,-160.860,265.103,31.432,-439.343,-805.135,-3.242,-100.411
50.155,-163.827,-421.882,293.943,-196.234,199.188,58.420,-439.044,-813.861,-33.342,-61.214
50.160,-171.061,-389.356,209.104,-156.471,98.335,55.291,-438.723,-808.128,7.176,-80.382
50.165,-101.139,-326.382,155.928,-91.102,80.844,140.585,-439.848,-792.569,-5.671,-79.524
50.170,-9.078,-266.187,178.869,-30.440,202.992,164.793,-440.052,-780.500,-18.758,-96.874
50.175,40.366,-195.385,132.261,-25.445,281.356,192.030,-440.083,-789.971,-22.535,-46.237
50.180,34.401,-144.911,75.244,-59.499,195.175,150.156,-439.135,-813.036,-51.139,-41.050
50.185,50.426,-102.280,101.405,-85.084,146.137,80.659,-439.969,-832.614,-73.580,-29.646
50.190,24.189,-122.988,75.460,-50.572,103.727,15.486,-440.552,-781.310,-70.021,-25.193
50.195,-41.052,-105.564,26.523,-70.519,72.668,-18.024,-440.829,-772.553,-57.190,-28.411
50.200,5.516,-54.088,7.104,-71.698,48.917,50.892,-441.371,-805.750,-38.819,-55.286
50.205,-6.219,-27.291,-36.083,-39.320,-2.827,119.650,-442.003,-851.657,-57.623,20.707
50.210,-86.312,-76.654,-81.335,-73.285,-68.744,135.503,-442.376,-788.559,-39.320,-3.430
50.215,-182.811,-123.806,-39.505,-20.567,-27.860,164.580,-442.815,-770.129,-39.936,-18.387
50.220,-250.917,-98.652,30.240,-32.425,68.922,144.572,-444.332,-801.425,-36.089,-19.218
50.225,-283.779,-130.996,87.862,-51.565,134.936,153.112,-443.167,-839.791,-37.799,-54.538
50.230,-248.536,-95.146,63.273,-4.037,75.267,186.683,-442.917,-809.020,-47.757,-58.015
50.235,-197.915,-122.656,59.565,-52.984,162.196,220.038,-442.855,-781.331,-26.092,26.561
50.240,-271.859,-220.275,-17.450,-105.393,367.616,247.395,-443.040,-792.512,-19.079,-50.837
50.245,-354.824,-217.576,-101.955,-105.094,307.047,261.797,-444.796,-822.956,-15.067,-61.617
50.250,-398.337,-167.263,-150.371,-92.245,183.725,242.585,-443.829,-831.964,6.309,-80.673
50.255,-419.350,-210.187,-208.618,-153.021,185.750,146.092,-444.329,-791.170,-12.138,-123.865
50.260,-378.709,-181.126,-235.596,-190.194,222.339,132.619,-444.954,-792.769,0.468,-93.473
50.265,-285.941,-195.174,-142.351,-214.166,340.141,226.245,-443.738,-802.643,3.770,-66.658
50.270,-122.333,-169.494,-104.989,-238.106,433.266,326.363,-444.222,-843.919,0.667,-80.771
50.275,57.657,-111.242,8.233,-168.573,344.919,311.739,-444.201,-805.184,0.622,-115.601
50.280,137.161,-39.984,123.799,-46.155,202.686,251.670,-443.803,-782.938,28.708,-83.517
50.285,150.631,-32.351,161.548,-22.529,188.655,167.449,-445.526,-786.260,13.075,-96.830
50.290,125.969,4.695,137.501,-5.689,219.587,94.950,-445.006,-845.041,12.507,-108.823
50.295,138.346,45.883,32.786,5.429,237.658,115.876,-445.530,-821.515,4.811,-102.658
50.300,231.235,126.599,-11.109,45.071,200.169,181.989,-444.991,-783.796,40.471,-91.157
50.305,288.461,122.873,45.378,62.931,154.283,173.898,-443.758,-781.720,6.348,-90.308
50.310,298.369,92.842,77.626,40.231,145.813,121.653,-445.010,-829.447,24.173,-73.226
50.315,325.165,66.765,79.724,61.610,197.024,154.637,-445.000,-839.312,2.074,-58.856
50.320,298.984,-23.206,-50.621,-13.322,302.546,190.184,-444.990,-792.980,0.451,0.369
50.325,202.173,-106.545,-219.233,-56.877,380.926,190.067,-445.870,-777.346,11.387,83.247
50.330,178.927,-148.219,-186.144,-105.863,441.543,200.769,-445.847,-746.560,28.354,176.279
50.335,161.429,-133.276,-153.426,-134.477,381.159,239.788,-445.241,-808.931,-12.679,294.190
50.340,128.507,-145.538,-79.748,-114.261,377.262,250.816,-446.123,-856.965,-90.556,440.107
50.345,81.210,-143.554,-29.701,-120.303,348.981,185.778,-444.831,-799.490,-182.971,458.983
50.350,4.413,-96.655,-58.755,-141.874,286.127,175.177,-445.067,-803.041,-175.385,285.643
50.355,-70.310,-101.189,-50.294,-209.805,251.153,186.334,-445.110,-808.811,-140.866,-207.298
50.360,-182.723,-52.667,-48.209,-127.328,231.034,208.626,-444.939,-892.346,-56.088,-450.916
50.365,-176.310,-18.127,-88.018,-73.963,296.754,213.228,-445.774,-790.028,53.941,-508.388
50.370,-139.862,-79.874,-155.635,-59.949,263.459,143.754,-445.053,-759.577,98.138,-356.373
50.375,-205.202,-124.391,-207.314,-120.345,250.853,0.277,-445.322,-826.995,81.857,-131.323
50.380,-161.346,-112.759,-150.953,-92.418,325.667,3.682,-444.955,-840.377,51.748,-58.659
50.385,-96.701,-25.121,-7.777,-16.091,319.625,82.804,-444.765,-811.067,43.306,-132.153
50.390,-110.790,29.966,43.028,63.687,309.277,135.934,-444.200,-822.084,21.751,-85.519
50.395,-66.856,-35.498,6.605,94.117,325.555,134.607,-445.162,-806.375,13.587,-10.845
50.400,-69.362,-39.814,-119.946,100.485,196.412,113.332,-444.676,-801.448,24.161,-14.713
50.405,-6.239,20.841,-120.949,127.441,190.571,117.821,-445.735,-811.875,37.669,-45.206
50.410,83.102,120.763,-18.386,171.530,292.552,103.076,-445.258,-848.266,12.754,-72.357
50.415,78.065,149.593,66.554,197.035,527.662,89.914,-446.187,-804.428,17.151,-19.211
50.420,-38.066,117.748,23.954,154.258,495.371,19.458,-444.802,-787.273,27.346,21.532
50.425,-127.584,-8.255,-99.374,10.474,314.706,-27.297,-445.878,-810.331,9.799,-27.072
50.430,-115.237,-94.468,-137.072,-57.939,264.617,6.193,-445.982,-858.290,17.998,-25.777
50.435,-21.988,-19.260,-52.025,-14.725,203.262,89.098,-446.070,-817.546,19.550,10.350
50.440,124.449,120.818,93.514,-21.038,199.593,37.266,-445.195,-783.205,30.705,13.981
50.445,111.418,192.378,185.496,-7.357,317.641,6.282,-445.970,-807.382,6.964,-9.796
50.450,49.021,211.214,265.967,48.481,316.939,18.811,-445.665,-847.921,15.486,-4.966
50.455,51.173,217.234,279.998,88.571,188.901,12.586,-445.163,-834.137,2.449,-10.369
50.460,112.438,192.658,233.762,110.663,149.939,-26.974,-445.442,-794.768,7.377,5.078
50.465,133.095,166.067,105.996,183.192,78.909,-142.330,-444.888,-805.554,15.361,49.061
50.470,117.751,147.313,-35.792,220.667,18.027,-243.310,-443.805,-825.257,10.476,52.873
50.475,122.391,104.029,-24.319,185.249,-31.363,-248.968,-445.070,-856.492,19.855,37.775
50.480,149.932,18.217,60.867,90.448,-7.552,-161.190,-444.984,-812.282,21.936,51.640
50.485,178.872,22.780,98.870,-13.371,24.823,-54.275,-444.964,-798.467,-1.621,82.518
50.490,127.512,59.267,175.938,-69.289,-1.867,-82.069,-445.864,-808.940,25.997,97.185
50.495,13.801,14.283,219.969,-124.554,-33.143,-154.628,-445.848,-859.196,18.053,101.261
50.500,-35.570,-24.189,234.197,-126.706,-15.907,-193.800,-445.262,-826.889,12.949,109.236
50.505,19.310,5.705,273.141,-141.193,66.502,-167.614,-446.139,-797.306,52.592,130.265
50.510,39.543,6.680,207.403,-192.209,19.143,-157.263,-444.799,-795.476,18.205,157.073
50.515,24.644,-2.668,95.642,-185.692,-37.778,-135.316,-445.040,-839.961,32.964,167.285
50.520,48.517,-6.608,83.474,-184.684,-12.855,-137.470,-445.147,-846.366,17.854,193.705
50.525,-3.909,-46.480,81.254,-139.225,-3.626,-134.221,-446.647,-805.533,10.957,239.155
